char1,char2,score,char_set,sub
;,⅔,0.119266055045872,default,-2.0
=,¼,0.131313131313131,default,-2.0
=,½,0.0961538461538462,default,-2.0
=,¾,0.12037037037037,default,-2.0
=,⅓,0.11,default,-2.0
=,⅔,0.100917431192661,default,-2.0
?,¼,0.182608695652174,default,-2.0
?,½,0.210526315789474,default,-2.0
?,¾,0.169354838709677,default,-2.0
?,⅓,0.194690265486726,default,-2.0
?,⅔,0.180327868852459,default,-2.0
@,¼,0.212765957446809,default,-2.0
@,½,0.191709844559585,default,-2.0
@,¾,0.234375,default,-2.0
@,⅓,0.213903743315508,default,-2.0
@,⅔,0.21025641025641,default,-2.0
A,¼,0.294117647058824,default,-2.0
A,½,0.253521126760563,default,-2.0
A,¾,0.275862068965517,default,-2.0
A,⅓,0.296296296296296,default,-2.0
A,⅔,0.277777777777778,default,-2.0
B,¼,0.251572327044025,default,-2.0
B,½,0.225609756097561,default,-2.0
B,¾,0.291925465838509,default,-2.0
B,⅓,0.253164556962025,default,-2.0
B,⅔,0.254545454545455,default,-2.0
C,¼,0.222222222222222,default,-2.0
C,½,0.190839694656489,default,-2.0
C,¾,0.198529411764706,default,-2.0
C,⅓,0.1953125,default,-2.0
C,⅔,0.173913043478261,default,-2.0
D,¼,0.245398773006135,default,-2.0
D,½,0.227544910179641,default,-2.0
D,¾,0.292682926829268,default,-2.0
D,⅓,0.254658385093168,default,-2.0
D,⅔,0.248520710059172,default,-2.0
E,¼,0.213793103448276,default,-2.0
E,½,0.236111111111111,default,-2.0
E,¾,0.25,default,-2.0
E,⅓,0.24113475177305,default,-2.0
E,⅔,0.218543046357616,default,-2.0
F,¼,0.218978102189781,default,-2.0
F,½,0.207142857142857,default,-2.0
F,¾,0.230769230769231,default,-2.0
F,⅓,0.211678832116788,default,-2.0
F,⅔,0.223776223776224,default,-2.0
G,¼,0.282608695652174,default,-2.0
G,½,0.217687074829932,default,-2.0
G,¾,0.223684210526316,default,-2.0
G,⅓,0.23943661971831,default,-2.0
G,⅔,0.209150326797386,default,-2.0
H,¼,0.3,default,-2.0
H,½,0.281609195402299,default,-2.0
H,¾,0.306818181818182,default,-2.0
H,⅓,0.264367816091954,default,-2.0
H,⅔,0.279329608938547,default,-2.0
I,¼,0.24390243902439,default,-2.0
I,½,0.2109375,default,-2.0
I,¾,0.227272727272727,default,-2.0
I,⅓,0.216,default,-2.0
I,⅔,0.201492537313433,default,-2.0
J,¼,0.205882352941176,default,-2.0
J,½,0.177304964539007,default,-2.0
J,¾,0.20979020979021,default,-2.0
J,⅓,0.181159420289855,default,-2.0
J,⅔,0.194444444444444,default,-2.0
K,¼,0.289308176100629,default,-2.0
K,½,0.30188679245283,default,-2.0
K,¾,0.312883435582822,default,-2.0
K,⅓,0.267080745341615,default,-2.0
K,⅔,0.252941176470588,default,-2.0
L,¼,0.233082706766917,default,-2.0
L,½,0.238805970149254,default,-2.0
L,¾,0.253623188405797,default,-2.0
L,⅓,0.263565891472868,default,-2.0
L,⅔,0.211267605633803,default,-2.0
M,¼,0.28494623655914,default,-2.0
M,½,0.268421052631579,default,-2.0
M,¾,0.32620320855615,default,-2.0
M,⅓,0.239583333333333,default,-2.0
M,⅔,0.228855721393035,default,-2.0
N,¼,0.259493670886076,default,-2.0
N,½,0.218181818181818,default,-2.0
N,¾,0.276073619631902,default,-2.0
N,⅓,0.207317073170732,default,-2.0
N,⅔,0.254545454545455,default,-2.0
O,¼,0.267605633802817,default,-2.0
O,½,0.238095238095238,default,-2.0
O,¾,0.235294117647059,default,-2.0
O,⅓,0.226027397260274,default,-2.0
O,⅔,0.228758169934641,default,-2.0
P,¼,0.255172413793103,default,-2.0
P,½,0.251700680272109,default,-2.0
P,¾,0.224358974358974,default,-2.0
P,⅓,0.274647887323944,default,-2.0
P,⅔,0.25,default,-2.0
Q,¼,0.232704402515723,default,-2.0
Q,½,0.192771084337349,default,-2.0
Q,¾,0.205882352941176,default,-2.0
Q,⅓,0.196319018404908,default,-2.0
Q,⅔,0.207100591715976,default,-2.0
R,¼,0.25625,default,-2.0
R,½,0.26875,default,-2.0
R,¾,0.288343558282209,default,-2.0
R,⅓,0.282051282051282,default,-2.0
R,⅔,0.236686390532544,default,-2.0
S,¼,0.18978102189781,default,-2.0
S,½,0.204379562043796,default,-2.0
S,¾,0.219858156028369,default,-2.0
S,⅓,0.208955223880597,default,-2.0
S,⅔,0.195804195804196,default,-2.0
T,¼,0.220588235294118,default,-2.0
T,½,0.191489361702128,default,-2.0
T,¾,0.232394366197183,default,-2.0
T,⅓,0.195652173913043,default,-2.0
T,⅔,0.216783216783217,default,-2.0
U,¼,0.24113475177305,default,-2.0
U,½,0.237762237762238,default,-2.0
U,¾,0.26027397260274,default,-2.0
U,⅓,0.242857142857143,default,-2.0
U,⅔,0.211920529801325,default,-2.0
V,¼,0.3,default,-2.0
V,½,0.276119402985075,default,-2.0
V,¾,0.236111111111111,default,-2.0
V,⅓,0.282442748091603,default,-2.0
V,⅔,0.229166666666667,default,-2.0
W,¼,0.385542168674699,default,-2.0
W,½,0.303370786516854,default,-2.0
W,¾,0.291891891891892,default,-2.0
W,⅓,0.323699421965318,default,-2.0
W,⅔,0.265957446808511,default,-2.0
X,¼,0.218543046357616,default,-2.0
X,½,0.223684210526316,default,-2.0
X,¾,0.245161290322581,default,-2.0
X,⅓,0.188311688311688,default,-2.0
X,⅔,0.207547169811321,default,-2.0
Y,¼,0.266666666666667,default,-2.0
Y,½,0.281481481481481,default,-2.0
Y,¾,0.258741258741259,default,-2.0
Y,⅓,0.297709923664122,default,-2.0
Y,⅔,0.251748251748252,default,-2.0
Z,¼,0.259259259259259,default,-2.0
Z,½,0.274074074074074,default,-2.0
Z,¾,0.287769784172662,default,-2.0
Z,⅓,0.251851851851852,default,-2.0
Z,⅔,0.26241134751773,default,-2.0
\,¼,0.171428571428571,default,-2.0
\,½,0.168224299065421,default,-2.0
\,¾,0.137931034482759,default,-2.0
\,⅓,0.173076923076923,default,-2.0
\,⅔,0.110169491525424,default,-2.0
^,¼,0.227722772277228,default,-2.0
^,½,0.2,default,-2.0
^,¾,0.231481481481481,default,-2.0
^,⅓,0.217821782178218,default,-2.0
^,⅔,0.2,default,-2.0
_,¼,0.0957446808510638,default,-2.0
_,½,0.0824742268041237,default,-2.0
_,¾,0.087378640776699,default,-2.0
_,⅓,0.0851063829787234,default,-2.0
_,⅔,0.0882352941176471,default,-2.0
`,¼,0.0752688172043011,default,-2.0
`,½,0.0851063829787234,default,-2.0
`,¾,0.0792079207920792,default,-2.0
`,⅓,0.0760869565217391,default,-2.0
`,⅔,0.08,default,-2.0
a,¼,0.28,default,-2.0
a,½,0.208955223880597,default,-2.0
a,¾,0.261194029850746,default,-2.0
a,⅓,0.223076923076923,default,-2.0
a,⅔,0.217391304347826,default,-2.0
b,¼,0.23943661971831,default,-2.0
b,½,0.236111111111111,default,-2.0
b,¾,0.267123287671233,default,-2.0
b,⅓,0.268115942028986,default,-2.0
b,⅔,0.23489932885906,default,-2.0
c,¼,0.203389830508475,default,-2.0
c,½,0.190082644628099,default,-2.0
c,¾,0.227642276422764,default,-2.0
c,⅓,0.21551724137931,default,-2.0
c,⅔,0.19047619047619,default,-2.0
d,¼,0.251798561151079,default,-2.0
d,½,0.230769230769231,default,-2.0
d,¾,0.236486486486486,default,-2.0
d,⅓,0.253623188405797,default,-2.0
d,⅔,0.213333333333333,default,-2.0
e,¼,0.209677419354839,default,-2.0
e,½,0.206349206349206,default,-2.0
e,¾,0.223076923076923,default,-2.0
e,⅓,0.231404958677686,default,-2.0
e,⅔,0.215384615384615,default,-2.0
f,¼,0.204918032786885,default,-2.0
f,½,0.201612903225806,default,-2.0
f,¾,0.181818181818182,default,-2.0
f,⅓,0.206611570247934,default,-2.0
f,⅔,0.148148148148148,default,-2.0
g,¼,0.194805194805195,default,-2.0
g,½,0.192307692307692,default,-2.0
g,¾,0.213836477987421,default,-2.0
g,⅓,0.211920529801325,default,-2.0
g,⅔,0.230769230769231,default,-2.0
h,¼,0.262068965517241,default,-2.0
h,½,0.241610738255034,default,-2.0
h,¾,0.324137931034483,default,-2.0
h,⅓,0.272727272727273,default,-2.0
h,⅔,0.256578947368421,default,-2.0
i,¼,0.231481481481481,default,-2.0
i,½,0.227272727272727,default,-2.0
i,¾,0.203389830508475,default,-2.0
i,⅓,0.233644859813084,default,-2.0
i,⅔,0.165289256198347,default,-2.0
j,¼,0.19327731092437,default,-2.0
j,½,0.180327868852459,default,-2.0
j,¾,0.188976377952756,default,-2.0
j,⅓,0.184873949579832,default,-2.0
j,⅔,0.171875,default,-2.0
k,¼,0.220689655172414,default,-2.0
k,½,0.251748251748252,default,-2.0
k,¾,0.309859154929577,default,-2.0
k,⅓,0.27536231884058,default,-2.0
k,⅔,0.267123287671233,default,-2.0
l,¼,0.219298245614035,default,-2.0
l,½,0.21551724137931,default,-2.0
l,¾,0.213114754098361,default,-2.0
l,⅓,0.221238938053097,default,-2.0
l,⅔,0.195121951219512,default,-2.0
m,¼,0.226190476190476,default,-2.0
m,½,0.230769230769231,default,-2.0
m,¾,0.242774566473988,default,-2.0
m,⅓,0.234939759036145,default,-2.0
m,⅔,0.209039548022599,default,-2.0
n,¼,0.263565891472868,default,-2.0
n,½,0.259541984732824,default,-2.0
n,¾,0.283582089552239,default,-2.0
n,⅓,0.285714285714286,default,-2.0
n,⅔,0.221428571428571,default,-2.0
o,¼,0.256,default,-2.0
o,½,0.251968503937008,default,-2.0
o,¾,0.238805970149254,default,-2.0
o,⅓,0.289256198347107,default,-2.0
o,⅔,0.240601503759398,default,-2.0
p,¼,0.238095238095238,default,-2.0
p,½,0.23489932885906,default,-2.0
p,¾,0.256578947368421,default,-2.0
p,⅓,0.265734265734266,default,-2.0
p,⅔,0.210191082802548,default,-2.0
q,¼,0.25,default,-2.0
q,½,0.246575342465753,default,-2.0
q,¾,0.268456375838926,default,-2.0
q,⅓,0.287769784172662,default,-2.0
q,⅔,0.212903225806452,default,-2.0
r,¼,0.219298245614035,default,-2.0
r,½,0.21551724137931,default,-2.0
r,¾,0.193548387096774,default,-2.0
r,⅓,0.221238938053097,default,-2.0
r,⅔,0.166666666666667,default,-2.0
s,¼,0.190082644628099,default,-2.0
s,½,0.17741935483871,default,-2.0
s,¾,0.186046511627907,default,-2.0
s,⅓,0.211864406779661,default,-2.0
s,⅔,0.196850393700787,default,-2.0
t,¼,0.220338983050847,default,-2.0
t,½,0.226890756302521,default,-2.0
t,¾,0.214285714285714,default,-2.0
t,⅓,0.243478260869565,default,-2.0
t,⅔,0.196850393700787,default,-2.0
u,¼,0.282442748091603,default,-2.0
u,½,0.259259259259259,default,-2.0
u,¾,0.282608695652174,default,-2.0
u,⅓,0.31496062992126,default,-2.0
u,⅔,0.257142857142857,default,-2.0
v,¼,0.26271186440678,default,-2.0
v,½,0.290598290598291,default,-2.0
v,¾,0.274193548387097,default,-2.0
v,⅓,0.309734513274336,default,-2.0
v,⅔,0.236220472440945,default,-2.0
w,¼,0.283783783783784,default,-2.0
w,½,0.342657342657343,default,-2.0
w,¾,0.292207792207792,default,-2.0
w,⅓,0.3125,default,-2.0
w,⅔,0.269230769230769,default,-2.0
x,¼,0.203007518796992,default,-2.0
x,½,0.208955223880597,default,-2.0
x,¾,0.215827338129496,default,-2.0
x,⅓,0.195488721804511,default,-2.0
x,⅔,0.217391304347826,default,-2.0
y,¼,0.271317829457364,default,-2.0
y,½,0.296875,default,-2.0
y,¾,0.291044776119403,default,-2.0
y,⅓,0.314516129032258,default,-2.0
y,⅔,0.255474452554745,default,-2.0
z,¼,0.209677419354839,default,-2.0
z,½,0.225806451612903,default,-2.0
z,¾,0.251968503937008,default,-2.0
z,⅓,0.221311475409836,default,-2.0
z,⅔,0.234375,default,-2.0
~,¼,0.154639175257732,default,-2.0
~,½,0.128712871287129,default,-2.0
~,¾,0.130841121495327,default,-2.0
~,⅓,0.144329896907216,default,-2.0
~,⅔,0.132075471698113,default,-2.0
°,¼,0.147058823529412,default,-2.0
°,½,0.155339805825243,default,-2.0
°,¾,0.155963302752294,default,-2.0
°,⅓,0.137254901960784,default,-2.0
°,⅔,0.136363636363636,default,-2.0
¼,¼,1.0,default,2.0
¼,½,0.464566929133858,default,-1.0
¼,¾,0.519685039370079,default,0.0
¼,é,0.215384615384615,default,-2.0
¼,—,0.104761904761905,default,-2.0
¼,‘,0.117021276595745,default,-2.0
¼,’,0.129032258064516,default,-2.0
¼,“,0.155339805825243,default,-2.0
¼,”,0.156862745098039,default,-2.0
¼,™,0.275590551181102,default,-2.0
¼,⅓,0.48780487804878,default,-1.0
¼,⅔,0.371428571428571,default,-2.0
½,½,1.0,default,2.0
½,¾,0.344827586206897,default,-2.0
½,é,0.203007518796992,default,-2.0
½,—,0.0925925925925926,default,-2.0
½,‘,0.114583333333333,default,-2.0
½,’,0.103092783505155,default,-2.0
½,“,0.141509433962264,default,-2.0
½,”,0.16504854368932,default,-2.0
½,™,0.28125,default,-2.0
½,⅓,0.651785714285714,default,0.0
½,⅔,0.437037037037037,default,-1.0
¾,¾,1.0,default,2.0
¾,é,0.210144927536232,default,-2.0
¾,—,0.0964912280701754,default,-2.0
¾,‘,0.106796116504854,default,-2.0
¾,’,0.117647058823529,default,-2.0
¾,“,0.153153153153153,default,-2.0
¾,”,0.154545454545455,default,-2.0
¾,™,0.257352941176471,default,-2.0
¾,⅓,0.333333333333333,default,-2.0
¾,⅔,0.467153284671533,default,-1.0
é,⅓,0.2265625,default,-2.0
é,⅔,0.211678832116788,default,-2.0
—,⅓,0.0952380952380952,default,-2.0
—,⅔,0.107142857142857,default,-2.0
‘,⅓,0.118279569892473,default,-2.0
‘,⅔,0.107843137254902,default,-2.0
’,⅓,0.106382978723404,default,-2.0
’,⅔,0.0970873786407767,default,-2.0
“,⅓,0.168316831683168,default,-2.0
“,⅔,0.154545454545455,default,-2.0
”,⅓,0.17,default,-2.0
”,⅔,0.155963302752294,default,-2.0
™,⅓,0.288,default,-2.0
™,⅔,0.214285714285714,default,-2.0
⅓,⅓,1.0,default,2.0
⅓,⅔,0.675438596491228,default,0.0
⅔,⅔,1.0,default,2.0
 ,[,70.0,default,-2.0
 ,],50.0,default,-2.0
 ,{,52.0,default,-2.0
 ,},51.0,default,-2.0
!,[,0.428571428571429,default,-1.0
!,],0.6,default,0.0
!,{,0.547169811320755,default,0.0
!,},0.472727272727273,default,-1.0
"""",[,0.1375,default,-2.0
"""",],0.203389830508475,default,-2.0
"""",{,0.17741935483871,default,-2.0
"""",},0.180327868852459,default,-2.0
#,[,0.243243243243243,default,-2.0
#,],0.204081632653061,default,-2.0
#,{,0.25,default,-2.0
#,},0.22680412371134,default,-2.0
%,[,0.190789473684211,default,-2.0
%,],0.166666666666667,default,-2.0
%,{,0.207407407407407,default,-2.0
%,},0.191176470588235,default,-2.0
&,[,0.215277777777778,default,-2.0
&,],0.174242424242424,default,-2.0
&,{,0.207692307692308,default,-2.0
&,},0.190839694656489,default,-2.0
',[,0.142857142857143,default,-2.0
',],0.2,default,-2.0
',{,0.192307692307692,default,-2.0
',},0.196078431372549,default,-2.0
(,[,0.475,default,-1.0
(,],0.4,default,-1.0
(,{,0.515151515151515,default,0.0
(,},0.32,default,-2.0
),[,0.469135802469136,default,-1.0
),],0.5,default,0.0
),{,0.402777777777778,default,-1.0
),},0.492537313432836,default,-1.0
*,[,0.233333333333333,default,-2.0
*,],0.246575342465753,default,-2.0
*,{,0.291666666666667,default,-2.0
*,},0.26027397260274,default,-2.0
+,[,0.168831168831169,default,-2.0
+,],0.206896551724138,default,-2.0
+,{,0.241379310344828,default,-2.0
+,},0.224137931034483,default,-2.0
",",[,0.169014084507042,default,-2.0
",",],0.188679245283019,default,-2.0
",",{,0.181818181818182,default,-2.0
",",},0.185185185185185,default,-2.0
-,[,0.0857142857142857,default,-2.0
-,],0.0980392156862745,default,-2.0
-,{,0.0740740740740741,default,-2.0
-,},0.0754716981132075,default,-2.0
.,[,0.0857142857142857,default,-2.0
.,],0.12,default,-2.0
.,{,0.115384615384615,default,-2.0
.,},0.117647058823529,default,-2.0
/,[,0.246913580246914,default,-2.0
/,],0.208955223880597,default,-2.0
/,{,0.257575757575758,default,-2.0
/,},0.28125,default,-2.0
0,[,0.348214285714286,default,-2.0
0,],0.271844660194175,default,-2.0
0,{,0.357142857142857,default,-2.0
0,},0.245283018867925,default,-2.0
1,[,0.512820512820513,default,0.0
1,],0.633333333333333,default,0.0
1,{,0.5625,default,0.0
1,},0.5,default,0.0
2,[,0.234234234234234,default,-2.0
2,],0.21875,default,-2.0
2,{,0.22680412371134,default,-2.0
2,},0.216494845360825,default,-2.0
3,[,0.320388349514563,default,-2.0
3,],0.333333333333333,default,-2.0
3,{,0.340909090909091,default,-2.0
3,},0.329545454545455,default,-2.0
4,[,0.436170212765957,default,-1.0
4,],0.493506493506494,default,-1.0
4,{,0.426829268292683,default,-1.0
4,},0.397590361445783,default,-2.0
5,[,0.259259259259259,default,-2.0
5,],0.260869565217391,default,-2.0
5,{,0.25531914893617,default,-2.0
5,},0.258064516129032,default,-2.0
6,[,0.321100917431193,default,-2.0
6,],0.24,default,-2.0
6,{,0.285714285714286,default,-2.0
6,},0.237623762376238,default,-2.0
7,[,0.275510204081633,default,-2.0
7,],0.235294117647059,default,-2.0
7,{,0.215909090909091,default,-2.0
7,},0.292682926829268,default,-2.0
8,[,0.305084745762712,default,-2.0
8,],0.252336448598131,default,-2.0
8,{,0.259259259259259,default,-2.0
8,},0.273584905660377,default,-2.0
9,[,0.293103448275862,default,-2.0
9,],0.3,default,-2.0
9,{,0.281553398058252,default,-2.0
9,},0.297029702970297,default,-2.0
:,[,0.257142857142857,default,-2.0
:,],0.259259259259259,default,-2.0
:,{,0.25,default,-2.0
:,},0.232142857142857,default,-2.0
;,[,0.295774647887324,default,-2.0
;,],0.309090909090909,default,-2.0
;,{,0.254237288135593,default,-2.0
;,},0.303571428571429,default,-2.0
=,[,0.111111111111111,default,-2.0
=,],0.111111111111111,default,-2.0
=,{,0.0909090909090909,default,-2.0
=,},0.0923076923076923,default,-2.0
?,[,0.212765957446809,default,-2.0
?,],0.236842105263158,default,-2.0
?,{,0.2,default,-2.0
?,},0.25,default,-2.0
@,[,0.197674418604651,default,-2.0
@,],0.1625,default,-2.0
@,{,0.175,default,-2.0
@,},0.147239263803681,default,-2.0
A,[,0.222222222222222,default,-2.0
A,],0.185840707964602,default,-2.0
A,{,0.225225225225225,default,-2.0
A,},0.25,default,-2.0
B,[,0.439024390243902,default,-1.0
B,],0.319327731092437,default,-2.0
B,{,0.31404958677686,default,-2.0
B,},0.305785123966942,default,-2.0
C,[,0.333333333333333,default,-2.0
C,],0.244444444444444,default,-2.0
C,{,0.325581395348837,default,-2.0
C,},0.255555555555556,default,-2.0
D,[,0.425196850393701,default,-1.0
D,],0.308943089430894,default,-2.0
D,{,0.304,default,-2.0
D,},0.285714285714286,default,-2.0
E,[,0.54,default,0.0
E,],0.395833333333333,default,-2.0
E,{,0.387755102040816,default,-2.0
E,},0.377551020408163,default,-2.0
F,[,0.593406593406593,default,0.0
F,],0.436781609195402,default,-1.0
F,{,0.426966292134831,default,-1.0
F,},0.4,default,-1.0
G,[,0.270491803278689,default,-2.0
G,],0.216216216216216,default,-2.0
G,{,0.245454545454545,default,-2.0
G,},0.214285714285714,default,-2.0
H,[,0.372413793103448,default,-2.0
H,],0.269503546099291,default,-2.0
H,{,0.283687943262411,default,-2.0
H,},0.25,default,-2.0
I,[,0.67948717948718,default,0.0
I,],0.520547945205479,default,0.0
I,{,0.506666666666667,default,0.0
I,},0.473684210526316,default,-1.0
J,[,0.79746835443038,default,1.0
J,],0.605263157894737,default,0.0
J,{,0.530864197530864,default,0.0
J,},0.5375,default,0.0
K,[,0.407692307692308,default,-1.0
K,],0.304,default,-2.0
K,{,0.299212598425197,default,-2.0
K,},0.28125,default,-2.0
L,[,0.613636363636364,default,0.0
L,],0.452380952380952,default,-1.0
L,{,0.441860465116279,default,-1.0
L,},0.397727272727273,default,-2.0
M,[,0.254335260115607,default,-2.0
M,],0.23125,default,-2.0
M,{,0.228395061728395,default,-2.0
M,},0.207317073170732,default,-2.0
N,[,0.301470588235294,default,-2.0
N,],0.308333333333333,default,-2.0
N,{,0.282258064516129,default,-2.0
N,},0.264,default,-2.0
O,[,0.274193548387097,default,-2.0
O,],0.232142857142857,default,-2.0
O,{,0.25,default,-2.0
O,},0.241071428571429,default,-2.0
P,[,0.509433962264151,default,0.0
P,],0.372549019607843,default,-2.0
P,{,0.365384615384615,default,-2.0
P,},0.355769230769231,default,-2.0
Q,[,0.234042553191489,default,-2.0
Q,],0.21259842519685,default,-2.0
Q,{,0.21875,default,-2.0
Q,},0.2109375,default,-2.0
R,[,0.432,default,-1.0
R,],0.31404958677686,default,-2.0
R,{,0.308943089430894,default,-2.0
R,},0.290322580645161,default,-2.0
S,[,0.258928571428571,default,-2.0
S,],0.23469387755102,default,-2.0
S,{,0.23,default,-2.0
S,},0.232323232323232,default,-2.0
T,[,0.6,default,0.0
T,],0.441860465116279,default,-1.0
T,{,0.431818181818182,default,-1.0
T,},0.404494382022472,default,-1.0
U,[,0.330434782608696,default,-2.0
U,],0.357142857142857,default,-2.0
U,{,0.336633663366337,default,-2.0
U,},0.288461538461538,default,-2.0
V,[,0.235294117647059,default,-2.0
V,],0.19811320754717,default,-2.0
V,{,0.252427184466019,default,-2.0
V,},0.230769230769231,default,-2.0
W,[,0.175141242937853,default,-2.0
W,],0.139393939393939,default,-2.0
W,{,0.165644171779141,default,-2.0
W,},0.159509202453988,default,-2.0
X,[,0.227272727272727,default,-2.0
X,],0.19327731092437,default,-2.0
X,{,0.230769230769231,default,-2.0
X,},0.232758620689655,default,-2.0
Y,[,0.273504273504274,default,-2.0
Y,],0.228571428571429,default,-2.0
Y,{,0.271844660194175,default,-2.0
Y,},0.262135922330097,default,-2.0
Z,[,0.203252032520325,default,-2.0
Z,],0.163636363636364,default,-2.0
Z,{,0.192660550458716,default,-2.0
Z,},0.205607476635514,default,-2.0
[,[,1.0,default,2.0
[,\,0.231707317073171,default,-2.0
[,],0.621621621621622,default,0.0
[,^,0.159090909090909,default,-2.0
[,_,0.08,default,-2.0
[,`,0.0985915492957746,default,-2.0
[,a,0.277777777777778,default,-2.0
[,b,0.375,default,-2.0
[,c,0.318681318681319,default,-2.0
[,d,0.394495412844037,default,-2.0
[,e,0.306122448979592,default,-2.0
[,f,0.488095238095238,default,-1.0
[,g,0.285714285714286,default,-2.0
[,h,0.352941176470588,default,-2.0
[,i,0.520547945205479,default,0.0
[,j,0.538461538461538,default,0.0
[,k,0.371681415929204,default,-2.0
[,l,0.56,default,0.0
[,m,0.268965517241379,default,-2.0
[,n,0.305555555555556,default,-2.0
[,o,0.261682242990654,default,-2.0
[,p,0.415929203539823,default,-1.0
[,q,0.410714285714286,default,-1.0
[,r,0.392857142857143,default,-2.0
[,s,0.232323232323232,default,-2.0
[,t,0.605263157894737,default,0.0
[,u,0.377358490566038,default,-2.0
[,v,0.245098039215686,default,-2.0
[,w,0.183098591549296,default,-2.0
[,x,0.221238938053097,default,-2.0
[,y,0.256637168141593,default,-2.0
[,z,0.219047619047619,default,-2.0
[,{,0.626666666666667,default,0.0
[,},0.493827160493827,default,-1.0
[,~,0.111111111111111,default,-2.0
[,°,0.1875,default,-2.0
[,¼,0.208955223880597,default,-2.0
[,½,0.188405797101449,default,-2.0
[,¾,0.204225352112676,default,-2.0
[,é,0.283018867924528,default,-2.0
[,—,0.0681818181818182,default,-2.0
[,‘,0.169014084507042,default,-2.0
[,’,0.169014084507042,default,-2.0
[,“,0.168674698795181,default,-2.0
[,”,0.156626506024096,default,-2.0
[,™,0.176470588235294,default,-2.0
[,⅓,0.192592592592593,default,-2.0
[,⅔,0.180555555555556,default,-2.0
\,],0.208955223880597,default,-2.0
\,{,0.257575757575758,default,-2.0
\,},0.28125,default,-2.0
],],1.0,default,2.0
],^,0.171428571428571,default,-2.0
],_,0.0892857142857143,default,-2.0
],`,0.16,default,-2.0
],a,0.296703296703297,default,-2.0
],b,0.410526315789474,default,-1.0
],c,0.25,default,-2.0
],d,0.419354838709677,default,-1.0
],e,0.227272727272727,default,-2.0
],f,0.521739130434783,default,0.0
],g,0.256637168141593,default,-2.0
],h,0.396039603960396,default,-2.0
],i,0.625,default,0.0
],j,0.666666666666667,default,0.0
],k,0.421052631578947,default,-1.0
],l,0.701754385964912,default,1.0
],m,0.214814814814815,default,-2.0
],n,0.315217391304348,default,-2.0
],o,0.25,default,-2.0
],p,0.428571428571429,default,-1.0
],q,0.4375,default,-1.0
],r,0.426470588235294,default,-1.0
],s,0.228915662650602,default,-2.0
],t,0.436619718309859,default,-1.0
],u,0.3125,default,-2.0
],v,0.229885057471264,default,-2.0
],w,0.174603174603175,default,-2.0
],x,0.216494845360825,default,-2.0
],y,0.232323232323232,default,-2.0
],z,0.173913043478261,default,-2.0
],{,0.569230769230769,default,0.0
],},0.771929824561403,default,1.0
],~,0.129032258064516,default,-2.0
],°,0.19047619047619,default,-2.0
],¼,0.19327731092437,default,-2.0
],½,0.190082644628099,default,-2.0
],¾,0.208,default,-2.0
],é,0.208333333333333,default,-2.0
],—,0.072463768115942,default,-2.0
],‘,0.188679245283019,default,-2.0
],’,0.188679245283019,default,-2.0
],“,0.149253731343284,default,-2.0
],”,0.1875,default,-2.0
],™,0.176470588235294,default,-2.0
],⅓,0.194915254237288,default,-2.0
],⅔,0.19047619047619,default,-2.0
^,{,0.2,default,-2.0
^,},0.185714285714286,default,-2.0
_,{,0.0677966101694915,default,-2.0
_,},0.0689655172413793,default,-2.0
`,{,0.153846153846154,default,-2.0
`,},0.156862745098039,default,-2.0
a,{,0.263157894736842,default,-2.0
a,},0.265957446808511,default,-2.0
b,{,0.373737373737374,default,-2.0
b,},0.377551020408163,default,-2.0
c,{,0.307692307692308,default,-2.0
c,},0.294871794871795,default,-2.0
d,{,0.410526315789474,default,-1.0
d,},0.343434343434343,default,-2.0
e,{,0.27906976744186,default,-2.0
e,},0.267441860465116,default,-2.0
f,{,0.507042253521127,default,0.0
f,},0.413333333333333,default,-1.0
g,{,0.274336283185841,default,-2.0
g,},0.243478260869565,default,-2.0
h,{,0.349056603773585,default,-2.0
h,},0.339622641509434,default,-2.0
i,{,0.576271186440678,default,0.0
i,},0.483870967741935,default,-1.0
j,{,0.478260869565217,default,-1.0
j,},0.53030303030303,default,0.0
k,{,0.37,default,-2.0
k,},0.416666666666667,default,-1.0
l,{,0.596774193548387,default,0.0
l,},0.555555555555556,default,0.0
m,{,0.211678832116788,default,-2.0
m,},0.213235294117647,default,-2.0
n,{,0.294736842105263,default,-2.0
n,},0.270833333333333,default,-2.0
o,{,0.24468085106383,default,-2.0
o,},0.247311827956989,default,-2.0
p,{,0.378640776699029,default,-2.0
p,},0.396039603960396,default,-2.0
q,{,0.414141414141414,default,-1.0
q,},0.362745098039216,default,-2.0
r,{,0.414285714285714,default,-1.0
r,},0.361111111111111,default,-2.0
s,{,0.223529411764706,default,-2.0
s,},0.25609756097561,default,-2.0
t,{,0.552238805970149,default,0.0
t,},0.373333333333333,default,-2.0
u,{,0.292929292929293,default,-2.0
u,},0.27,default,-2.0
v,{,0.297619047619048,default,-2.0
v,},0.285714285714286,default,-2.0
w,{,0.2,default,-2.0
w,},0.221311475409836,default,-2.0
x,{,0.2,default,-2.0
x,},0.22680412371134,default,-2.0
y,{,0.24,default,-2.0
y,},0.294736842105263,default,-2.0
z,{,0.208791208791209,default,-2.0
z,},0.238636363636364,default,-2.0
{,{,1.0,default,2.0
{,},0.471428571428571,default,-1.0
{,~,0.125,default,-2.0
{,°,0.184615384615385,default,-2.0
